,max_drawdown
sim_921,-0.24417597536799707
sim_922,-0.37373208294621874
sim_923,-0.21662424939694802
sim_924,-0.1978530379279385
sim_925,-0.26881287871344717
sim_926,-0.2212929435097376
sim_927,-0.23883249106766014
sim_928,-0.1613037668244518
sim_929,-0.18401753553795464
sim_930,-0.21575651848268174
sim_931,-0.3844034381853255
sim_932,-0.126424636913542
sim_933,-0.17295982262137588
sim_934,-0.3744650040784806
sim_935,-0.275676889198341
sim_936,-0.40429055534644354
sim_937,-0.14120883506657733
sim_938,-0.23500760917413022
sim_939,-0.15867184750873442
sim_940,-0.3374798227936515
sim_941,-0.1899647552729845
sim_942,-0.17689502216987474
sim_943,-0.29879168549152735
sim_944,-0.18972600665622974
sim_945,-0.1975715089023713
sim_946,-0.34750489987492916
sim_947,-0.29426936709104357
sim_948,-0.2576290672508954
sim_949,-0.2351707369364311
sim_950,-0.28255433219457204
sim_951,-0.22501977646599047
sim_952,-0.2967421666193506
sim_953,-0.17904019430480744
sim_954,-0.19100455085576262
sim_955,-0.415671911276948
sim_956,-0.15795388268749533
sim_957,-0.21424068005889452
sim_958,-0.2365784883581561
sim_959,-0.3189490821421541
sim_960,-0.234056710191069
sim_961,-0.2637745038420233
sim_962,-0.17029382870483512
sim_963,-0.27008536227184676
sim_964,-0.20855589389562534
sim_965,-0.17093038846913788
sim_966,-0.1803242828130862
sim_967,-0.2505591647635549
sim_968,-0.19218846138171164
sim_969,-0.19325275325844116
sim_970,-0.22490356243058973
sim_971,-0.3478157424878664
sim_972,-0.21094862776854706
sim_973,-0.12641708710128985
sim_974,-0.20191421245454466
sim_975,-0.17186078332788612
sim_976,-0.30058959394764384
sim_977,-0.19235594066836625
sim_978,-0.22439802007145127
sim_979,-0.18444567143971413
sim_980,-0.34765982678522034
sim_981,-0.4731246516979516
sim_982,-0.3981248669880064
sim_983,-0.33238642134748175
sim_984,-0.2525701173833549
sim_985,-0.253000591985424
sim_986,-0.19314000815715893
sim_987,-0.27883442731309194
sim_988,-0.3994634275354162
sim_989,-0.4434655934444597
sim_990,-0.3288949102096972
sim_991,-0.19279216417654788
sim_992,-0.21469937060625455
sim_993,-0.21838094452254175
sim_994,-0.3696933692108664
sim_995,-0.3274374462387467
sim_996,-0.18744300113717616
sim_997,-0.1747683031394156
sim_998,-0.30708188426958405
sim_999,-0.18281471507434766
sim_1000,-0.32628665560244263
